Project,groups,PL,MenDel.Name,Clone.ID,Sox2 (CAST),Sox2 (BL6),Fold Change,Activity,Paper
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_G05,5.67,10.613,0.033,0.018,Brosh 2023
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_H05,5.403,9.54,0.057,0.036,Brosh 2023
DHSs 19 & 20,20 & 25-26,PL169,Sox2_DistalLCR_DHS20andCTCF25toDHS26,BL6/C PL169(Sox2_6_7)_20220914_C02,4.96,6.457,0.354,0.256,Brosh 2023
DHSs 19 & 20,20 & 25-26,PL169,Sox2_DistalLCR_DHS20andCTCF25toDHS26,BL6/C PL169(Sox2_6_7)_20220914_C07,5.063,6.75,0.311,0.224,Brosh 2023
DHSs 19 & 20,20 & 25-26,PL169,Sox2_DistalLCR_DHS20andCTCF25toDHS26,BL6/C PL169(Sox2_6_7)_20220914_C09,4.857,6.327,0.361,0.261,Brosh 2023
DHSs 19 & 20,20 & 25-26,PL169,Sox2_DistalLCR_DHS20andCTCF25toDHS26,BL6/C PL169(Sox2_6_7)_20220914_C10,4.9,6.48,0.334,0.242,Brosh 2023
Inversions,23-25~inv,PL079,Sox2_DistalLCR_DHS23toCTCF25~inverted,BL6/C PL079(Sox2_6_7)_20210623_B09,7.52,8.65,0.457,0.332,Brosh 2023
Inversions,23-25~inv,PL079,Sox2_DistalLCR_DHS23toCTCF25~inverted,BL6/C PL079(Sox2_6_7)_20210623_B10,6.465,7.065,0.66,0.482,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_A06,7.395,7.095,1.231,0.905,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_C05,6.68,6.56,1.087,0.799,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_E05,8.055,7.725,1.257,0.925,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_E06,6.54,6.395,1.106,0.813,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_F05,6.695,6.395,1.231,0.905,Brosh 2023
Inversions,25 (inv),PL116,Sox2_DistalLCR_DHS23toDHS26~invertedCTCF25,BL6/C PL116(Sox2_6_7)_20220126_G05,6.63,6.525,1.075,0.79,Brosh 2023
Inversions,23 (inv) & 24 (inv),PL115,Sox2_DistalLCR_DHS23toDHS26~invertedDHS23andDHS24,BL6/C PL115(Sox2_6_7)_20220126_A03,7.62,7.505,1.083,0.796,Brosh 2023
Inversions,23 (inv) & 24 (inv),PL115,Sox2_DistalLCR_DHS23toDHS26~invertedDHS23andDHS24,BL6/C PL115(Sox2_6_7)_20220126_A04,6.845,6.685,1.117,0.821,Brosh 2023
Inversions,23 (inv) & 24 (inv),PL115,Sox2_DistalLCR_DHS23toDHS26~invertedDHS23andDHS24,BL6/C PL115(Sox2_6_7)_20220126_F03,7.85,7.61,1.181,0.868,Brosh 2023
Inversions,23 (inv) & 24 (inv),PL115,Sox2_DistalLCR_DHS23toDHS26~invertedDHS23andDHS24,BL6/C PL115(Sox2_6_7)_20220126_F04,8.065,7.87,1.145,0.841,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_A07,6.565,6.22,1.27,0.934,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_C08,6.915,6.53,1.306,0.961,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_D07,6.475,6.16,1.244,0.915,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_E07,7.285,6.945,1.266,0.931,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_F07,6.155,5.82,1.261,0.928,Brosh 2023
Inversions,26 (inv),PL117,Sox2_DistalLCR_DHS23toDHS26~invertedDHS26,BL6/C PL117(Sox2_6_7)_20220126_G07,7.065,6.64,1.343,0.988,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_A06,5.195,4.97,1.169,0.859,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_B07,5.235,5.15,1.061,0.779,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_D06,5.33,5.055,1.21,0.89,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_E07,5.5,5.175,1.253,0.921,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_E08,6.385,6.16,1.169,0.859,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_F05,5.885,5.645,1.181,0.868,Brosh 2023
Inversions,23-27~inv,PL076,Sox2_DistalLCR_DHS23toDHS27~inverted,BL6/C PL076(Sox2_6_7)_20210623_F06,7.15,6.83,1.248,0.918,Brosh 2023
Inversions,24-25~inv,PL114,Sox2_DistalLCR_DHS24toCTCF25~inverted,BL6/C PL114(Sox2_6_7)_20220126_A01,7.95,9.58,0.323,0.233,Brosh 2023
Inversions,24-25~inv,PL114,Sox2_DistalLCR_DHS24toCTCF25~inverted,BL6/C PL114(Sox2_6_7)_20220126_A02,6.695,8.405,0.306,0.22,Brosh 2023
Inversions,24-25~inv,PL114,Sox2_DistalLCR_DHS24toCTCF25~inverted,BL6/C PL114(Sox2_6_7)_20220126_B02,5.975,7.64,0.315,0.227,Brosh 2023
Inversions,WT LCR~inv,PL074,Sox2_DistalLCR_WT~inverted,BL6/C PL074(Sox2_6_7)_20210623_A12,6.345,6.22,1.091,0.801,Brosh 2023
Inversions,WT LCR~inv,PL074,Sox2_DistalLCR_WT~inverted,BL6/C PL074(Sox2_6_7)_20210623_D09,6.085,6.105,0.986,0.724,Brosh 2023
Inversions,WT LCR~inv,PL074,Sox2_DistalLCR_WT~inverted,BL6/C PL074(Sox2_6_7)_20210623_E12,6.315,6.265,1.035,0.76,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_A01,5.845,6.645,0.574,0.419,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_B01,5.995,6.775,0.582,0.425,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_C01,6.06,6.885,0.564,0.412,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_D01,6.295,7.1,0.572,0.418,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_E01,6.315,7.04,0.605,0.442,Brosh 2023
Order,25 & 23 & 24,PL107,Sox2_DistalLCR_CTCF25~DHS23~DHS24,BL6/C PL107(Sox2_6_7)_20211201_F01,6.63,7.345,0.609,0.445,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_A03,6.95,7.945,0.502,0.365,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_A04,6.175,6.905,0.603,0.44,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_E03,6.095,6.82,0.605,0.442,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_F03,6.48,7.235,0.593,0.433,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_F04,6.12,6.87,0.595,0.434,Brosh 2023
Order,23 & 25 & 24,PL108,Sox2_DistalLCR_DHS23~CTCF25~DHS24,BL6/C PL108(Sox2_6_7)_20211201_H03,6.89,7.7,0.57,0.416,Brosh 2023
Order,23 & 24 & 26 & 25,PL109,Sox2_DistalLCR_DHS23~DHS24~DHS26~CTCF25,BL6/C PL109(Sox2_6_7)_20211201_D05,6.38,5.925,1.371,1.009,Brosh 2023
Order,23 & 24 & 26 & 25,PL109,Sox2_DistalLCR_DHS23~DHS24~DHS26~CTCF25,BL6/C PL109(Sox2_6_7)_20211201_E06,6.69,6.15,1.454,1.07,Brosh 2023
Order,23 & 24 & 26 & 25,PL109,Sox2_DistalLCR_DHS23~DHS24~DHS26~CTCF25,BL6/C PL109(Sox2_6_7)_20211201_F06,6.84,6.355,1.4,1.03,Brosh 2023
Order,23 & 24 & 26 & 25,PL109,Sox2_DistalLCR_DHS23~DHS24~DHS26~CTCF25,BL6/C PL109(Sox2_6_7)_20211201_G05,6.96,6.405,1.469,1.082,Brosh 2023
Order,23 & 24 & 26 & 25,PL109,Sox2_DistalLCR_DHS23~DHS24~DHS26~CTCF25,BL6/C PL109(Sox2_6_7)_20211201_G06,7.55,6.965,1.5,1.105,Brosh 2023
Order,24 & 23 & 25,PL106,Sox2_DistalLCR_DHS24~DHS23~CTCF25,BL6/C PL106(Sox2_6_7)_20211201_A09,5.99,7.15,0.448,0.325,Brosh 2023
Order,24 & 23 & 25,PL106,Sox2_DistalLCR_DHS24~DHS23~CTCF25,BL6/C PL106(Sox2_6_7)_20211201_B09,5.82,6.92,0.467,0.339,Brosh 2023
Order,24 & 23 & 25,PL106,Sox2_DistalLCR_DHS24~DHS23~CTCF25,BL6/C PL106(Sox2_6_7)_20211201_C09,5.735,6.905,0.444,0.323,Brosh 2023
Order,24 & 23 & 25,PL106,Sox2_DistalLCR_DHS24~DHS23~CTCF25,BL6/C PL106(Sox2_6_7)_20211201_G09,5.99,6.93,0.521,0.38,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_B03,4.76,5.48,0.607,0.443,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_B04,4.695,5.635,0.521,0.38,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_C04,4.83,5.65,0.566,0.413,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_D04,4.595,5.295,0.616,0.45,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_E03,4.77,5.485,0.609,0.445,Brosh 2023
syn23-24,syn23-24 (d23.1-23.7),PL156,Sox2_DistalLCR_DHS23dC~d7TFBSandDHS24dT,BL6/C PL156(Sox2_6_7)_20220406_E04,4.73,5.375,0.639,0.467,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_A01,5.497,6.73,0.425,0.309,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_A02,5.52,6.587,0.477,0.347,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_C01,5.817,6.587,0.586,0.428,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_E01,6.207,7.453,0.421,0.306,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_G01,7.57,9.16,0.332,0.24,Brosh 2023
syn23-24,syn23-24 (d23.1-23.8),PL162,Sox2_DistalLCR_DHS23dC~d8TFBSandDHS24dT,BL6/C PL162(Sox2_6_7)_20220725_H01,5.507,6.647,0.454,0.33,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_B01,4.85,5.03,0.883,0.647,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_B02,4.84,5.025,0.88,0.645,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_C02,4.845,5.085,0.847,0.621,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_D02,5.015,5.345,0.796,0.583,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_F01,4.84,5.09,0.841,0.617,Brosh 2023
syn23-24,syn23-24,PL155,Sox2_DistalLCR_DHS23dCandDHS24dT,BL6/C PL155(Sox2_6_7)_20220406_F02,4.83,5.14,0.807,0.591,Brosh 2023
syn24,syn24.2,PL154,Sox2_DistalLCR_DHS24~NuclearreceptorAndSox,BL6/C PL154(Sox2_6_7)_20220323_A09,4.99,9.605,0.041,0.024,Brosh 2023
syn24,syn24.2,PL154,Sox2_DistalLCR_DHS24~NuclearreceptorAndSox,BL6/C PL154(Sox2_6_7)_20220323_B10,4.915,9.57,0.04,0.023,Brosh 2023
syn24,syn24.2,PL154,Sox2_DistalLCR_DHS24~NuclearreceptorAndSox,BL6/C PL154(Sox2_6_7)_20220323_C09,4.52,9.2,0.039,0.023,Brosh 2023
syn24,syn24.2,PL154,Sox2_DistalLCR_DHS24~NuclearreceptorAndSox,BL6/C PL154(Sox2_6_7)_20220323_C10,4.845,9.335,0.045,0.027,Brosh 2023
syn24,syn24.2,PL154,Sox2_DistalLCR_DHS24~NuclearreceptorAndSox,BL6/C PL154(Sox2_6_7)_20220323_H10,4.645,9.105,0.045,0.028,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_A01,5.635,7.13,0.355,0.257,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_B01,6.165,7.55,0.383,0.277,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_C01,5.965,7.675,0.306,0.22,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_D01,6.095,7.49,0.38,0.275,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_F01,5.67,7.13,0.363,0.263,Brosh 2023
syn24,syn24,PL124,Sox2_DistalLCR_DHS24dT,BL6/C PL124(Sox2_6_7)_20211208_G01,6.165,7.645,0.358,0.259,Brosh 2023
syn24,syn24 (d24.1-24.4),PL125,Sox2_DistalLCR_DHS24dT~d4TFBS,BL6/C PL125(Sox2_6_7)_20211208_A02,6.58,11.18,0.041,0.025,Brosh 2023
syn24,syn24 (d24.1-24.4),PL125,Sox2_DistalLCR_DHS24dT~d4TFBS,BL6/C PL125(Sox2_6_7)_20211208_C02,6.51,11.335,0.035,0.02,Brosh 2023
syn24,syn24 (d24.1-24.4),PL125,Sox2_DistalLCR_DHS24dT~d4TFBS,BL6/C PL125(Sox2_6_7)_20211208_F02,6.755,11.045,0.051,0.032,Brosh 2023
syn24,syn24 (d24.1-24.4),PL125,Sox2_DistalLCR_DHS24dT~d4TFBS,BL6/C PL125(Sox2_6_7)_20211208_G02,6.775,11.235,0.045,0.028,Brosh 2023
syn24,syn24 (d24.1-24.4),PL125,Sox2_DistalLCR_DHS24dT~d4TFBS,BL6/C PL125(Sox2_6_7)_20211208_H02,6.65,11.525,0.034,0.019,Brosh 2023
syn24,syn24 (d24.3),PL133,Sox2_DistalLCR_DHS24dT~dESRRA,BL6/C PL133(Sox2_6_7)_20220202_C07,6.53,9.705,0.111,0.076,Brosh 2023
syn24,syn24 (d24.3),PL133,Sox2_DistalLCR_DHS24dT~dESRRA,BL6/C PL133(Sox2_6_7)_20220202_C12,7.3,10.16,0.138,0.096,Brosh 2023
syn24,syn24 (d24.3),PL133,Sox2_DistalLCR_DHS24dT~dESRRA,BL6/C PL133(Sox2_6_7)_20220202_D07,5.695,7.55,0.276,0.199,Brosh 2023
syn24,syn24 (d24.3),PL133,Sox2_DistalLCR_DHS24dT~dESRRA,BL6/C PL133(Sox2_6_7)_20220202_H07,5.755,8.6,0.139,0.097,Brosh 2023
syn24,syn24 (d24.1 & 24.3),PL135,Sox2_DistalLCR_DHS24dT~dESRRAandESRRB,BL6/C PL135(Sox2_6_7)_20220202_B09,5.565,9.48,0.066,0.043,Brosh 2023
syn24,syn24 (d24.1 & 24.3),PL135,Sox2_DistalLCR_DHS24dT~dESRRAandESRRB,BL6/C PL135(Sox2_6_7)_20220202_C09,5.605,9.565,0.064,0.042,Brosh 2023
syn24,syn24 (d24.1 & 24.3),PL135,Sox2_DistalLCR_DHS24dT~dESRRAandESRRB,BL6/C PL135(Sox2_6_7)_20220202_D09,8.515,12.465,0.065,0.042,Brosh 2023
syn24,syn24 (d24.1 & 24.3),PL135,Sox2_DistalLCR_DHS24dT~dESRRAandESRRB,BL6/C PL135(Sox2_6_7)_20220202_G09,7.205,11.515,0.05,0.031,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_A05,5.93,8.415,0.179,0.126,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_A06,4.835,7.49,0.159,0.112,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_B06,4.735,7.915,0.11,0.076,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_D05,4.62,7.505,0.135,0.094,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_E06,5.16,8.505,0.098,0.067,Brosh 2023
syn24,syn24 (d24.3 & 24.4),PL152,Sox2_DistalLCR_DHS24dT~dESRRAandForkhead,BL6/C PL152(Sox2_6_7)_20220323_G05,4.705,7.72,0.124,0.086,Brosh 2023
syn24,syn24 (d24.2 & 24.3),PL151,Sox2_DistalLCR_DHS24dT~dESRRAandNuclearreceptorandSox,BL6/C PL151(Sox2_6_7)_20220323_A04,4.86,10.085,0.027,0.014,Brosh 2023
syn24,syn24 (d24.2 & 24.3),PL151,Sox2_DistalLCR_DHS24dT~dESRRAandNuclearreceptorandSox,BL6/C PL151(Sox2_6_7)_20220323_D04,4.705,9.375,0.039,0.023,Brosh 2023
syn24,syn24 (d24.2 & 24.3),PL151,Sox2_DistalLCR_DHS24dT~dESRRAandNuclearreceptorandSox,BL6/C PL151(Sox2_6_7)_20220323_F03,4.86,10.06,0.027,0.014,Brosh 2023
syn24,syn24 (d24.2 & 24.3),PL151,Sox2_DistalLCR_DHS24dT~dESRRAandNuclearreceptorandSox,BL6/C PL151(Sox2_6_7)_20220323_G04,4.905,9.65,0.037,0.022,Brosh 2023
syn24,syn24 (d24.1),PL131,Sox2_DistalLCR_DHS24dT~dESRRB,BL6/C PL131(Sox2_6_7)_20220202_A05,5.82,8.52,0.154,0.108,Brosh 2023
syn24,syn24 (d24.1),PL131,Sox2_DistalLCR_DHS24dT~dESRRB,BL6/C PL131(Sox2_6_7)_20220202_B05,5.75,8.62,0.137,0.095,Brosh 2023
syn24,syn24 (d24.1),PL131,Sox2_DistalLCR_DHS24dT~dESRRB,BL6/C PL131(Sox2_6_7)_20220202_D05,7.12,10.155,0.122,0.084,Brosh 2023
syn24,syn24 (d24.1),PL131,Sox2_DistalLCR_DHS24dT~dESRRB,BL6/C PL131(Sox2_6_7)_20220202_E05,5.65,8.715,0.119,0.082,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_B07,4.935,9.105,0.056,0.035,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_C08,4.875,8.765,0.067,0.044,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_D07,4.975,8.95,0.064,0.041,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_D08,4.855,8.95,0.059,0.037,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_E07,4.935,8.905,0.064,0.041,Brosh 2023
syn24,syn24 (d24.1 & 24.3 & 24.4),PL153,Sox2_DistalLCR_DHS24dT~dESRRBandESRRAandForkhead,BL6/C PL153(Sox2_6_7)_20220323_F08,4.81,8.735,0.066,0.043,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_A01,5.225,8.2,0.127,0.088,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_B02,5.035,7.25,0.215,0.153,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_D01,4.995,7.905,0.133,0.092,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_D02,5.1,7.53,0.186,0.131,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_E02,4.915,8.17,0.105,0.072,Brosh 2023
syn24,syn24 (d24.1 & 24.4),PL150,Sox2_DistalLCR_DHS24dT~dESRRBandForkhead,BL6/C PL150(Sox2_6_7)_20220323_F02,4.95,7.88,0.131,0.091,Brosh 2023
syn24,syn24 (d24.4),PL134,Sox2_DistalLCR_DHS24dT~dForkhead,BL6/C PL134(Sox2_6_7)_20220202_A08,5.65,7.445,0.288,0.207,Brosh 2023
syn24,syn24 (d24.4),PL134,Sox2_DistalLCR_DHS24dT~dForkhead,BL6/C PL134(Sox2_6_7)_20220202_B08,5.57,7.655,0.236,0.168,Brosh 2023
syn24,syn24 (d24.4),PL134,Sox2_DistalLCR_DHS24dT~dForkhead,BL6/C PL134(Sox2_6_7)_20220202_G08,6.41,8.435,0.246,0.176,Brosh 2023
syn24,syn24 (d24.4),PL134,Sox2_DistalLCR_DHS24dT~dForkhead,BL6/C PL134(Sox2_6_7)_20220202_H08,6.06,7.97,0.266,0.191,Brosh 2023
syn24,syn24 (d24.2),PL132,Sox2_DistalLCR_DHS24dT~dNuclearreceptorAndSOX,BL6/C PL132(Sox2_6_7)_20220202_B06,5.77,9.69,0.066,0.043,Brosh 2023
syn24,syn24 (d24.2),PL132,Sox2_DistalLCR_DHS24dT~dNuclearreceptorAndSOX,BL6/C PL132(Sox2_6_7)_20220202_C06,5.615,9.45,0.07,0.046,Brosh 2023
syn24,syn24 (d24.2),PL132,Sox2_DistalLCR_DHS24dT~dNuclearreceptorAndSOX,BL6/C PL132(Sox2_6_7)_20220202_F06,6.01,10.03,0.062,0.04,Brosh 2023
syn24,syn24 (d24.2),PL132,Sox2_DistalLCR_DHS24dT~dNuclearreceptorAndSOX,BL6/C PL132(Sox2_6_7)_20220202_G06,4.765,8.575,0.071,0.047,Brosh 2023
syn24,syn24 (mut24.1-24.4),PL136,Sox2_DistalLCR_DHS24dT~mut4TFBS,BL6/C PL136(Sox2_6_7)_20220202_A10,5.845,10.54,0.039,0.023,Brosh 2023
syn24,syn24 (mut24.1-24.4),PL136,Sox2_DistalLCR_DHS24dT~mut4TFBS,BL6/C PL136(Sox2_6_7)_20220202_D10,5.56,10.17,0.041,0.024,Brosh 2023
syn24,syn24 (mut24.1-24.4),PL136,Sox2_DistalLCR_DHS24dT~mut4TFBS,BL6/C PL136(Sox2_6_7)_20220202_F10,5.885,10.72,0.035,0.02,Brosh 2023
syn24,syn24 (mut24.1-24.4),PL136,Sox2_DistalLCR_DHS24dT~mut4TFBS,BL6/C PL136(Sox2_6_7)_20220202_H10,5.68,10.67,0.031,0.017,Brosh 2023
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_A03,5.9,5.81,1.064,0.782,Brosh 2023
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_B03,6.05,6.105,0.963,0.707,Brosh 2023
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_B04,6.06,6.1,0.973,0.714,Brosh 2023
