Project,groups,PL,MenDel.Name,Clone.ID,Sox2 (CAST),Sox2 (BL6),Fold Change,Activity,Paper
Controls,controls,LP167,dLCR,Bl6/C LP167(Sox2_6g_5g)_D11,5.026,12.571,0.005,0.003,EnhancerCluster
Controls,controls,LP305,dLCR,Bl6/C LP305(Sox2_6g_7g)_20210326_C01,5.237,12.855,0.005,0.002,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL188,Sox2_DistalLCR_DHS19andDHS23,BL6/C PL188(Sox2_6_7)_20221222_E01,5.463,10.077,0.041,0.028,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL188,Sox2_DistalLCR_DHS19andDHS23,BL6/C PL188(Sox2_6_7)_20221222_E02,5.42,9.807,0.048,0.033,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL188,Sox2_DistalLCR_DHS19andDHS23,BL6/C PL188(Sox2_6_7)_20221222_E05,6.633,9.647,0.124,0.087,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL188,Sox2_DistalLCR_DHS19andDHS23,BL6/C PL188(Sox2_6_7)_20221222_E06,5.53,10.483,0.032,0.022,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL188,Sox2_DistalLCR_DHS19andDHS23,BL6/C PL188(Sox2_6_7)_20221222_E09,5.41,9.823,0.047,0.032,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL189,Sox2_DistalLCR_DHS20andDHS23,BL6/C PL189(Sox2_6_7)_20230203_A01,5.91,8.843,0.131,0.092,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL189,Sox2_DistalLCR_DHS20andDHS23,BL6/C PL189(Sox2_6_7)_20230203_A07,6.417,9.043,0.162,0.114,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL189,Sox2_DistalLCR_DHS20andDHS23,BL6/C PL189(Sox2_6_7)_20230203_A09,6.02,8.837,0.142,0.1,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL189,Sox2_DistalLCR_DHS20andDHS23,BL6/C PL189(Sox2_6_7)_20230203_A10,6.96,9.75,0.145,0.101,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL189,Sox2_DistalLCR_DHS20andDHS23,BL6/C PL189(Sox2_6_7)_20230203_A11,6.05,8.663,0.163,0.115,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_A04,5.767,5.943,0.885,0.627,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_A10,5.593,5.84,0.843,0.597,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_A11,5.96,6.09,0.914,0.648,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_A12,5.853,5.963,0.927,0.657,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_B02,5.767,5.993,0.855,0.605,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL190,Sox2_DistalLCR_DHS19andDHS24,BL6/C PL190(Sox2_6_7)_20221118_B04,6.03,6.16,0.914,0.648,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C01,5.923,6.533,0.655,0.464,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C02,6.013,6.71,0.617,0.437,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C03,5.95,6.537,0.666,0.472,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C06,6.217,6.783,0.675,0.478,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C08,6.43,6.797,0.776,0.549,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL191,Sox2_DistalLCR_DHS20andDHS24,BL6/C PL191(Sox2_6_7)_20221118_C11,5.743,6.31,0.675,0.478,EnhancerCluster
DistalLCR,syn23 & 24,PL192,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL192(Sox2_6_7)_20221104_A02,5.533,6.12,0.666,0.472,EnhancerCluster
DistalLCR,syn23 & 24,PL192,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL192(Sox2_6_7)_20221104_A04,5.437,6.2,0.589,0.417,EnhancerCluster
DistalLCR,syn23 & 24,PL192,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL192(Sox2_6_7)_20221104_A05,5.383,6.107,0.606,0.429,EnhancerCluster
DistalLCR,syn23 & 24,PL192,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL192(Sox2_6_7)_20221104_A07,5.103,5.647,0.686,0.486,EnhancerCluster
DistalLCR,syn23 & 24,PL192,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL192(Sox2_6_7)_20221104_A11,5.347,6.06,0.61,0.432,EnhancerCluster
DistalLCR,syn23 & 24,PL195,Sox2_DistalLCR_DHS23dC~dHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL195(Sox2_6_7)_20221104_B02,5.663,6.187,0.696,0.493,EnhancerCluster
DistalLCR,syn23 & 24,PL195,Sox2_DistalLCR_DHS23dC~dHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL195(Sox2_6_7)_20221104_B03,5.61,6.107,0.709,0.502,EnhancerCluster
DistalLCR,syn23 & 24,PL195,Sox2_DistalLCR_DHS23dC~dHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL195(Sox2_6_7)_20221104_B06,5.82,6.217,0.76,0.538,EnhancerCluster
DistalLCR,syn23 & 24,PL195,Sox2_DistalLCR_DHS23dC~dHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL195(Sox2_6_7)_20221104_B07,5.473,5.837,0.777,0.551,EnhancerCluster
DistalLCR,syn23 & 24,PL195,Sox2_DistalLCR_DHS23dC~dHOXC11andLhx8andZIC4andTFAP2CandDHS24dT,BL6/C PL195(Sox2_6_7)_20221104_B09,6.067,6.447,0.768,0.544,EnhancerCluster
DistalLCR,syn23 & 24,PL196,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andZIC3andDHS24dT,BL6/C PL196(Sox2_6_7)_20221104_D05,5.097,5.703,0.657,0.465,EnhancerCluster
DistalLCR,syn23 & 24,PL196,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andZIC3andDHS24dT,BL6/C PL196(Sox2_6_7)_20221104_D10,5.83,6.97,0.454,0.321,EnhancerCluster
DistalLCR,syn23 & 24,PL196,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andZIC3andDHS24dT,BL6/C PL196(Sox2_6_7)_20221104_D11,5.373,6.483,0.463,0.328,EnhancerCluster
DistalLCR,syn23 & 24,PL196,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andZIC3andDHS24dT,BL6/C PL196(Sox2_6_7)_20221104_D12,5.333,6.27,0.522,0.37,EnhancerCluster
DistalLCR,syn23 & 24,PL197,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andDHS24dT,BL6/C PL197(Sox2_6_7)_20221104_F03,5.103,5.71,0.657,0.465,EnhancerCluster
DistalLCR,syn23 & 24,PL197,Sox2_DistalLCR_truncDHS23~dTBX21andESRRAandFoxc1andDHS24dT,BL6/C PL197(Sox2_6_7)_20221104_F07,5.013,5.867,0.554,0.392,EnhancerCluster
DistalLCR,syn23 & 24,PL198,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andDHS24dT,BL6/C PL198(Sox2_6_7)_20221104_C02,5.487,5.733,0.843,0.597,EnhancerCluster
DistalLCR,syn23 & 24,PL198,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andDHS24dT,BL6/C PL198(Sox2_6_7)_20221104_C03,5.687,5.857,0.889,0.63,EnhancerCluster
DistalLCR,syn23 & 24,PL198,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andDHS24dT,BL6/C PL198(Sox2_6_7)_20221104_C04,5.583,5.833,0.841,0.596,EnhancerCluster
DistalLCR,syn23 & 24,PL198,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andDHS24dT,BL6/C PL198(Sox2_6_7)_20221104_C05,5.655,5.79,0.911,0.645,EnhancerCluster
DistalLCR,syn23 & 24,PL198,Sox2_DistalLCR_DHS23dC~dFoxc1andZIC3andDHS24dT,BL6/C PL198(Sox2_6_7)_20221104_C06,5.17,5.61,0.737,0.522,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_B02,6.147,7.76,0.327,0.231,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_B04,5.907,7.427,0.349,0.246,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_B07,8.257,9.737,0.358,0.253,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_B12,5.693,7.243,0.342,0.241,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_C01,5.647,7.18,0.345,0.244,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL199,Sox2_DistalLCR_DHS19andDHS20andDHS23,BL6/C PL199(Sox2_6_7)_20230203_C02,6.927,8.56,0.322,0.228,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_D02,6.633,6.677,0.97,0.688,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_D03,6.44,6.577,0.91,0.645,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_D06,6.083,6.21,0.916,0.649,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_D08,6.24,6.35,0.927,0.657,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_E04,6.33,6.493,0.893,0.633,EnhancerCluster
DistalLCR,DHSs 19 & 20,PL200,Sox2_DistalLCR_DHS19andDHS20andDHS24,BL6/C PL200(Sox2_6_7)_20230203_E06,7.003,7.02,0.989,0.701,EnhancerCluster
Pair,Pair,PL210,EnhancerCluster_Pair_Sox2DHS23andSox2DHS24,BL6/C_Pair_pool1(Sox2_6_7)_20230508_D01,6.223,6.56,0.792,0.561,EnhancerCluster
Pair,Pair,PL212,EnhancerCluster_Pair_Sox2DHS23andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_D05,5.887,11.637,0.019,0.012,EnhancerCluster
Pair,Pair,PL214,EnhancerCluster_Pair_Sox2DHS23andNanogDHS58dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_D06,5.47,8.513,0.121,0.085,EnhancerCluster
Pair,Pair,PL212,EnhancerCluster_Pair_Sox2DHS23andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_D09,5.98,11.143,0.028,0.019,EnhancerCluster
Pair,Pair,PL219,EnhancerCluster_Pair_Sox2DHS24andNanogDHS57dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E01,5.59,6.38,0.578,0.409,EnhancerCluster
Pair,Pair,PL219,EnhancerCluster_Pair_Sox2DHS24andNanogDHS57dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E02,5.457,6.223,0.588,0.416,EnhancerCluster
Pair,Pair,PL215,EnhancerCluster_Pair_Sox2DHS23andNanogDHS55dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E03,5.453,10.26,0.036,0.024,EnhancerCluster
Pair,Pair,PL212,EnhancerCluster_Pair_Sox2DHS23andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E06,5.76,13.56,0.004,0.002,EnhancerCluster
Pair,Pair,PL212,EnhancerCluster_Pair_Sox2DHS23andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E06,5.793,13.36,0.005,0.003,EnhancerCluster
Pair,DHS19 TFs,PL234,EnhancerCluster_Pair_Sox2DHS19extAndSox2DHS24,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E08,5.81,6.49,0.624,0.442,EnhancerCluster
Pair,Pair,PL221,EnhancerCluster_Pair_Sox2DHS24andNanogDHS55dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E09,5.577,7.66,0.236,0.166,EnhancerCluster
Pair,Pair,PL215,EnhancerCluster_Pair_Sox2DHS23andNanogDHS55dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E10,5.573,10.603,0.031,0.021,EnhancerCluster
Pair,DHS19 TFs,PL234,EnhancerCluster_Pair_Sox2DHS19extAndSox2DHS24,BL6/C_Pair_pool1(Sox2_6_7)_20230508_E11,5.66,6.367,0.613,0.434,EnhancerCluster
Pair,Pair,PL221,EnhancerCluster_Pair_Sox2DHS24andNanogDHS55dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_F10,5.707,7.52,0.285,0.201,EnhancerCluster
Pair,Pair,PL221,EnhancerCluster_Pair_Sox2DHS24andNanogDHS55dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_G03,5.657,7.477,0.283,0.2,EnhancerCluster
Pair,Pair,PL214,EnhancerCluster_Pair_Sox2DHS23andNanogDHS58dn,BL6/C_Pair_pool1(Sox2_6_7)_20230508_G10,5.753,9.06,0.101,0.071,EnhancerCluster
Pair,Pair,PL218,EnhancerCluster_Pair_Sox2DHS24andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_H04,5.623,8.147,0.174,0.122,EnhancerCluster
Pair,Pair,PL218,EnhancerCluster_Pair_Sox2DHS24andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_H05,6.313,7.953,0.321,0.227,EnhancerCluster
Pair,Pair,PL218,EnhancerCluster_Pair_Sox2DHS24andNanogDHS48up,BL6/C_Pair_pool1(Sox2_6_7)_20230508_H09,5.8,8.253,0.183,0.128,EnhancerCluster
Prdm14,Prdm14,PL173,Prdm14_Prdm14_DHS52~31~22,BL6/C_PL173(Sox2_6_7)_20220908_C03,4.92,7.53,0.164,0.115,EnhancerCluster
Prdm14,Prdm14,PL173,Prdm14_Prdm14_DHS52~31~22,BL6/C_PL173(Sox2_6_7)_20220908_C05,4.723,7.187,0.181,0.128,EnhancerCluster
Prdm14,Prdm14,PL173,Prdm14_Prdm14_DHS52~31~22,BL6/C_PL173(Sox2_6_7)_20220908_C09,4.88,7.137,0.209,0.147,EnhancerCluster
Prdm14,Prdm14,PL173,Prdm14_Prdm14_DHS52~31~22,BL6/C_PL173(Sox2_6_7)_20220908_C10,5.657,8.277,0.163,0.114,EnhancerCluster
Prdm14,Prdm14,PL180,Prdm14_Prdm14_DHS52~48~41~31short~30~22,BL6/C_PL180(Sox2_6_7)_20220908_E01,5.063,7.093,0.245,0.173,EnhancerCluster
Prdm14,Prdm14,PL180,Prdm14_Prdm14_DHS52~48~41~31short~30~22,BL6/C_PL180(Sox2_6_7)_20220908_E03,6.547,8.637,0.235,0.166,EnhancerCluster
Prdm14,Prdm14,PL180,Prdm14_Prdm14_DHS52~48~41~31short~30~22,BL6/C_PL180(Sox2_6_7)_20220908_E06,5.09,7.083,0.251,0.177,EnhancerCluster
Prdm14,Prdm14,PL180,Prdm14_Prdm14_DHS52~48~41~31short~30~22,BL6/C_PL180(Sox2_6_7)_20220908_E07,5.073,7.047,0.255,0.18,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_G01,5.183,8.453,0.104,0.072,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_G06,4.913,7.903,0.126,0.088,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_G10,4.92,7.83,0.133,0.093,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_G12,4.953,7.96,0.124,0.087,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_H01,4.937,8.05,0.116,0.081,EnhancerCluster
Prdm14,Prdm14,PL182,Prdm14_Prdm14_DHS66~41~22,BL6/C_PL182(Sox2_6_7)_20220908_H06,4.97,8.07,0.117,0.082,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H01,5.527,6.057,0.693,0.49,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H02,5.633,6.17,0.689,0.488,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H03,5.487,6.293,0.572,0.405,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H04,5.817,6.437,0.651,0.461,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H05,5.527,6.22,0.618,0.438,EnhancerCluster
HPRT1Rspacer,spacer,PL201,EnhancerCluster_HPRT1Rspacer_Sox2DHS23toSox2DHS24~invertedSpacer,BL6/C_PL201(Sox2_6_7)_20230112_H06,5.25,5.903,0.636,0.45,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A02,5.403,5.813,0.753,0.533,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A03,5.663,6.13,0.724,0.513,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A05,5.32,6.063,0.597,0.423,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A06,5.1,6.59,0.356,0.252,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A09,5.487,6.257,0.586,0.415,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A10,5.233,6.387,0.45,0.318,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_A11,5.19,5.85,0.633,0.448,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_B01,5.197,6.37,0.443,0.314,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_B05,5.613,6.427,0.569,0.403,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_C01,5.313,6.277,0.513,0.363,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_C02,5.387,6.183,0.576,0.407,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_C03,5.49,7.733,0.211,0.149,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_C06,5.115,5.935,0.566,0.401,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_C09,5.33,5.847,0.699,0.495,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_D02,5.2,6.013,0.569,0.403,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_D07,5.283,6.093,0.57,0.404,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_D10,5.223,6.753,0.346,0.245,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_D11,5.633,6.123,0.712,0.504,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_E04,4.667,6.437,0.293,0.207,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_E05,5.207,6.087,0.543,0.385,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_E09,5.33,5.91,0.669,0.474,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_E12,5.597,6.47,0.546,0.386,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_F05,5.127,6.263,0.455,0.322,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_F11,5.223,5.93,0.613,0.434,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_G03,5.313,6.807,0.355,0.251,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,BL6/C_PL202(Sox2_6_7)_20230112_G04,5.23,5.91,0.624,0.442,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,Bl6/C_PL202(Sox2_6_7)_20230327_A02,5.2,6.39,0.438,0.31,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,Bl6/C_PL202(Sox2_6_7)_20230327_B03,5.57,6.563,0.502,0.355,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,Bl6/C_PL202(Sox2_6_7)_20230327_C01,5.523,7.623,0.233,0.164,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,Bl6/C_PL202(Sox2_6_7)_20230327_C07,5.443,6.013,0.674,0.477,EnhancerCluster
HPRT1Rspacer,spacer,PL202,EnhancerCluster_HPRT1Rspacer_Sox2DHS23andSox2DHS24,Bl6/C_PL202(Sox2_6_7)_20230327_D07,5.88,6.553,0.627,0.444,EnhancerCluster
Single,Single,PL203,EnhancerCluster_Single_Sox2DHS23,BL6/C_PL203(Sox2_6_7)_20230324_A07,5.683,10.293,0.041,0.028,EnhancerCluster
Pair,Pair,PL222,EnhancerCluster_Pair_2xSox2DHS23,BL6/C_PL203(Sox2_6_7)_20230324_B09,5.713,9.37,0.079,0.055,EnhancerCluster
Single,Single,PL204,EnhancerCluster_Single_Sox2DHS24,BL6/C_PL204(Sox2_6_7)_20230324_B05,7.15,9.223,0.238,0.167,EnhancerCluster
Single,Single,PL204,EnhancerCluster_Single_Sox2DHS24,BL6/C_PL204(Sox2_6_7)_20230324_B06,5.73,7.43,0.308,0.217,EnhancerCluster
Pair,Pair,PL210,EnhancerCluster_Pair_Sox2DHS23andSox2DHS24,BL6/C_PL210(Sox2_6_7)_20230324_C07,5.927,6.433,0.704,0.498,EnhancerCluster
Pair,Pair,PL211,EnhancerCluster_Pair_Sox2DHS23andNanogDHS47up,BL6/C_PL211(Sox2_6_7)_20230324_B01,8.78,12.87,0.059,0.04,EnhancerCluster
Pair,Pair,PL211,EnhancerCluster_Pair_Sox2DHS23andNanogDHS47up,BL6/C_PL211(Sox2_6_7)_20230324_B07,6.47,11.323,0.035,0.023,EnhancerCluster
Pair,Pair,PL211,EnhancerCluster_Pair_Sox2DHS23andNanogDHS47up,BL6/C_PL211(Sox2_6_7)_20230324_B12,7.853,12.95,0.029,0.02,EnhancerCluster
